IsBadBuy,VehicleAge,PriceDifferential, UsageIntensity ,IsManual
0.00,2.00,466.00," 30,613.50 ",0.00
0.00,6.00,125.00," 12,878.33 ",0.00
0.00,8.00,865.00," 11,624.13 ",0.00
0.00,4.00,117.00," 21,804.75 ",0.00
0.00,4.00,507.00," 21,439.75 ",0.00
1.00,3.00,-174.00," 29,572.33 ",0.00
0.00,3.00,-66.00," 18,075.67 ",0.00
0.00,9.00,342.00," 8,428.33 ",0.00
0.00,3.00,-181.00," 30,838.67 ",0.00
0.00,6.00,751.00," 11,035.67 ",0.00
0.00,4.00,754.00," 17,220.00 ",0.00
0.00,7.00,-73.00," 12,442.43 ",0.00
0.00,3.00,400.00," 29,002.00 ",0.00
0.00,3.00,769.00," 25,246.00 ",0.00
0.00,4.00,731.00," 18,104.50 ",0.00
0.00,3.00,1464.00," 28,014.67 ",0.00
0.00,4.00,878.00," 20,363.00 ",0.00
0.00,6.00,1315.00," 13,916.50 ",0.00
1.00,9.00,236.00," 10,052.89 ",0.00
0.00,6.00,-121.00," 14,452.50 ",0.00
0.00,4.00,208.00," 20,055.75 ",0.00
0.00,3.00,-867.00," 19,175.00 ",0.00
0.00,6.00,-129.00," 10,127.17 ",0.00
0.00,8.00,1191.00," 10,744.25 ",0.00
0.00,6.00,241.00," 14,097.33 ",0.00
0.00,5.00,721.00," 18,077.80 ",0.00
0.00,2.00,501.00," 39,838.50 ",0.00
0.00,9.00,1134.00," 9,154.89 ",0.00
0.00,6.00,1141.00," 10,910.33 ",0.00
0.00,2.00,794.00," 36,434.00 ",0.00
0.00,5.00,180.00," 13,212.00 ",0.00
0.00,5.00,106.00," 17,265.20 ",0.00
0.00,4.00,412.00," 16,979.50 ",0.00
0.00,4.00,809.00," 19,608.25 ",0.00
1.00,3.00,-125.00," 26,842.67 ",0.00
1.00,9.00,435.00," 8,495.67 ",0.00
0.00,4.00,-1061.00," 19,586.00 ",0.00
0.00,6.00,452.00," 14,600.00 ",0.00
0.00,5.00,-110.00," 13,715.00 ",0.00
0.00,6.00,-34.00," 13,223.33 ",0.00
1.00,3.00,-87.00," 28,276.67 ",0.00
0.00,5.00,457.00," 15,111.20 ",1.00
0.00,4.00,424.00," 16,154.25 ",0.00
0.00,3.00,1304.00," 25,389.00 ",0.00
0.00,2.00,742.00," 36,018.00 ",0.00
0.00,4.00,1145.00," 18,059.25 ",0.00
0.00,3.00,928.00," 31,446.67 ",0.00
0.00,3.00,-143.00," 18,619.33 ",0.00
0.00,4.00,360.00," 21,707.00 ",0.00
0.00,4.00,670.00," 17,630.75 ",0.00
0.00,5.00,452.00," 14,605.20 ",0.00
0.00,2.00,175.00," 35,509.00 ",0.00
0.00,3.00,53.00," 28,204.33 ",0.00
0.00,3.00,76.00," 25,384.00 ",0.00
0.00,3.00,28.00," 29,539.00 ",0.00
0.00,5.00,607.00," 13,937.60 ",0.00
0.00,3.00,1004.00," 28,093.33 ",0.00
0.00,5.00,807.00," 14,136.80 ",0.00
1.00,4.00,609.00," 16,984.25 ",0.00
0.00,4.00,350.00," 18,996.75 ",0.00
0.00,4.00,860.00," 21,448.75 ",0.00
0.00,2.00,-122.00," 22,205.50 ",0.00
0.00,4.00,182.00," 23,574.75 ",0.00
0.00,7.00,-114.00," 12,191.29 ",0.00
0.00,7.00,637.00," 12,714.43 ",0.00
1.00,6.00,53.00," 14,582.00 ",0.00
0.00,8.00,248.00," 9,363.88 ",0.00
1.00,5.00,70.00," 19,266.80 ",0.00
0.00,8.00,283.00," 11,517.00 ",0.00
0.00,3.00,568.00," 18,501.33 ",0.00
0.00,3.00,100.00," 27,214.67 ",0.00
0.00,6.00,-20.00," 9,581.17 ",0.00
0.00,4.00,-33.00," 20,156.50 ",0.00
1.00,9.00,15.00," 8,141.78 ",0.00
0.00,5.00,856.00," 17,843.60 ",0.00
0.00,7.00,545.00," 11,965.43 ",0.00
0.00,4.00,-783.00," 23,749.75 ",0.00
0.00,5.00,177.00," 19,121.40 ",0.00
0.00,6.00,374.00," 15,704.17 ",0.00
0.00,4.00,-398.00," 21,451.50 ",0.00
0.00,8.00,635.00," 8,929.63 ",0.00
0.00,4.00,480.00," 18,013.25 ",0.00
0.00,6.00,-84.00," 15,653.17 ",0.00
0.00,5.00,1106.00," 17,700.00 ",0.00
0.00,4.00,544.00," 21,286.00 ",0.00
0.00,3.00,-577.00," 22,291.67 ",0.00
1.00,5.00,-209.00," 17,109.00 ",0.00
0.00,4.00,1015.00," 13,466.75 ",0.00
0.00,6.00,156.00," 11,557.17 ",0.00
0.00,2.00,196.00," 38,784.00 ",0.00
0.00,2.00,77.00," 28,680.00 ",0.00
0.00,6.00,788.00," 12,330.00 ",1.00
1.00,3.00,41.00," 25,964.67 ",0.00
1.00,9.00,102.00," 8,804.11 ",0.00
0.00,5.00,295.00," 15,019.60 ",1.00
0.00,2.00,18.00," 41,992.50 ",0.00
0.00,3.00,568.00," 10,611.00 ",0.00
0.00,6.00,248.00," 15,897.33 ",0.00
0.00,5.00,316.00," 15,249.20 ",0.00
0.00,3.00,2107.00," 27,503.00 ",0.00
0.00,5.00,-20.00," 15,814.00 ",0.00
0.00,2.00,-18.00," 35,116.50 ",0.00
0.00,5.00,-318.00," 10,752.20 ",0.00
0.00,4.00,236.00," 17,217.25 ",0.00
0.00,2.00,184.00," 42,191.50 ",0.00
0.00,4.00,-363.00," 16,015.75 ",1.00
0.00,3.00,-307.00," 23,583.33 ",0.00
0.00,5.00,730.00," 17,855.60 ",0.00
0.00,2.00,132.00," 26,335.00 ",0.00
0.00,5.00,119.00," 16,096.20 ",0.00
0.00,5.00,-261.00," 18,140.60 ",0.00
0.00,5.00,-483.00," 17,771.20 ",0.00
0.00,5.00,198.00," 15,434.40 ",0.00
0.00,3.00,-203.00," 21,673.00 ",0.00
0.00,1.00,110.00," 83,700.00 ",0.00
0.00,5.00,499.00," 16,395.60 ",0.00
0.00,4.00,196.00," 15,014.50 ",0.00
0.00,8.00,-75.00," 11,653.13 ",0.00
0.00,6.00,874.00," 13,793.17 ",0.00
0.00,6.00,345.00," 15,622.50 ",0.00
0.00,8.00,1623.00," 10,807.50 ",0.00
0.00,2.00,343.00," 42,934.50 ",0.00
0.00,2.00,237.00," 41,270.50 ",0.00
0.00,6.00,864.00," 12,016.33 ",0.00
0.00,3.00,674.00," 23,576.00 ",0.00
0.00,9.00,699.00," 7,422.44 ",0.00
0.00,9.00,95.00," 9,152.89 ",0.00
0.00,6.00,90.00," 12,949.67 ",0.00
0.00,3.00,-64.00," 16,766.33 ",1.00
0.00,9.00,63.00," 9,175.78 ",0.00
0.00,3.00,30.00," 28,248.67 ",0.00
0.00,5.00,252.00," 19,400.60 ",0.00
0.00,5.00,494.00," 17,821.80 ",0.00
0.00,4.00,283.00," 22,537.75 ",0.00
0.00,9.00,-282.00," 10,531.44 ",0.00
1.00,8.00,919.00," 10,806.25 ",0.00
0.00,5.00,622.00," 18,977.00 ",0.00
1.00,9.00,0.00," 8,146.00 ",0.00
0.00,7.00,811.00," 13,655.86 ",0.00
0.00,6.00,-38.00," 15,199.17 ",0.00
1.00,8.00,-55.00," 10,751.25 ",0.00
0.00,7.00,-219.00," 8,109.71 ",0.00
0.00,8.00,32.00," 12,037.75 ",0.00
0.00,5.00,195.00," 16,378.20 ",0.00
0.00,4.00,245.00," 21,283.50 ",0.00
0.00,4.00,454.00," 20,693.50 ",0.00
0.00,6.00,-54.00," 15,794.67 ",0.00
0.00,5.00,-376.00," 16,672.00 ",1.00
0.00,3.00,574.00," 29,486.67 ",0.00
1.00,6.00,177.00," 15,510.83 ",1.00
0.00,6.00,1149.00," 10,318.83 ",0.00
0.00,9.00,352.00," 7,809.00 ",0.00
0.00,2.00,-23.00," 36,195.00 ",0.00
0.00,4.00,-287.00," 20,527.00 ",0.00
0.00,5.00,-193.00," 14,439.80 ",0.00
0.00,4.00,627.00," 18,581.00 ",0.00
0.00,7.00,-396.00," 12,582.29 ",0.00
0.00,7.00,408.00," 11,987.14 ",0.00
0.00,4.00,1612.00," 14,331.00 ",0.00
0.00,7.00,418.00," 14,013.57 ",0.00
0.00,5.00,242.00," 19,698.20 ",0.00
0.00,6.00,267.00," 12,808.00 ",0.00
0.00,9.00,-262.00," 7,821.11 ",0.00
0.00,5.00,972.00," 16,863.00 ",0.00
1.00,8.00,-498.00," 10,938.25 ",0.00
0.00,3.00,254.00," 29,791.67 ",0.00
0.00,5.00,437.00," 8,256.00 ",0.00
0.00,6.00,931.00," 7,653.67 ",0.00
0.00,2.00,-427.00," 45,004.50 ",0.00
1.00,8.00,81.00," 12,154.88 ",0.00
0.00,3.00,44.00," 26,531.00 ",0.00
0.00,7.00,401.00," 12,715.57 ",0.00
0.00,7.00,122.00," 13,656.00 ",0.00
0.00,7.00,-87.00," 13,048.43 ",0.00
1.00,7.00,502.00," 11,122.71 ",0.00
0.00,5.00,186.00," 15,755.00 ",1.00
0.00,8.00,115.00," 9,017.50 ",0.00
1.00,7.00,-251.00," 11,890.00 ",0.00
0.00,8.00,171.00," 12,146.63 ",0.00
0.00,7.00,-93.00," 9,765.14 ",0.00
0.00,7.00,-129.00," 10,718.14 ",0.00
1.00,7.00,-494.00," 12,716.43 ",0.00
0.00,5.00,176.00," 18,385.20 ",0.00
0.00,7.00,1057.00," 12,582.14 ",0.00
0.00,2.00,603.00," 31,504.50 ",0.00
0.00,8.00,481.00," 10,308.25 ",0.00
0.00,5.00,844.00," 15,282.80 ",0.00
0.00,8.00,-7.00," 9,925.63 ",0.00
0.00,6.00,262.00," 10,020.83 ",0.00
0.00,4.00,555.00," 12,801.25 ",1.00
0.00,5.00,-309.00," 14,036.60 ",1.00
1.00,8.00,521.00," 9,178.75 ",0.00
0.00,7.00,-718.00," 12,551.29 ",0.00
0.00,7.00,198.00," 8,884.14 ",0.00
0.00,3.00,-117.00," 27,126.00 ",0.00
0.00,3.00,39.00," 23,305.00 ",0.00
0.00,2.00,-544.00," 46,664.50 ",0.00
1.00,6.00,-262.00," 14,443.50 ",0.00
0.00,3.00,-413.00," 30,383.00 ",0.00
0.00,4.00,801.00," 15,466.00 ",0.00
0.00,4.00,-887.00," 16,986.75 ",0.00
0.00,3.00,-34.00," 23,864.67 ",0.00
0.00,5.00,104.00," 17,848.60 ",0.00
0.00,4.00,561.00," 16,239.00 ",1.00
0.00,2.00,1985.00," 45,013.00 ",0.00
0.00,6.00,833.00," 14,579.33 ",0.00
1.00,8.00,515.00," 6,046.25 ",0.00
0.00,3.00,761.00," 29,705.67 ",0.00
0.00,2.00,-357.00," 36,847.50 ",0.00
0.00,8.00,328.00," 10,944.63 ",0.00
0.00,5.00,12.00," 17,229.20 ",0.00
0.00,3.00,92.00," 31,100.00 ",0.00
0.00,2.00,377.00," 38,115.00 ",0.00
0.00,5.00,-914.00," 16,514.20 ",0.00
1.00,8.00,460.00," 10,238.88 ",0.00
0.00,4.00,789.00," 21,754.00 ",0.00
1.00,4.00,46.00," 18,505.00 ",0.00
0.00,5.00,514.00," 16,599.20 ",0.00
1.00,5.00,-180.00," 12,122.40 ",0.00
0.00,9.00,-191.00," 10,523.22 ",0.00
0.00,7.00,-73.00," 10,528.29 ",0.00
1.00,6.00,-329.00," 11,518.83 ",0.00
0.00,6.00,0.00," 11,059.83 ",0.00
0.00,5.00,-306.00," 16,114.60 ",1.00
0.00,4.00,216.00," 23,580.25 ",0.00
1.00,8.00,51.00," 8,780.75 ",0.00
0.00,5.00,338.00," 11,551.20 ",1.00
0.00,8.00,-379.00," 10,712.63 ",0.00
0.00,4.00,-431.00," 14,127.00 ",0.00
0.00,5.00,632.00," 16,822.60 ",0.00
0.00,3.00,897.00," 31,018.33 ",0.00
0.00,5.00,-101.00," 13,264.00 ",0.00
1.00,8.00,73.00," 10,865.63 ",1.00
0.00,9.00,172.00," 10,036.56 ",0.00
1.00,7.00,-503.00," 14,026.86 ",0.00
1.00,4.00,-167.00," 20,932.25 ",0.00
0.00,6.00,1246.00," 15,978.00 ",0.00
0.00,8.00,-220.00," 10,415.75 ",0.00
0.00,6.00,-584.00," 15,935.50 ",0.00
1.00,6.00,-512.00," 16,257.33 ",0.00
0.00,7.00,435.00," 13,282.86 ",0.00
1.00,7.00,618.00," 14,026.71 ",0.00
0.00,8.00,-530.00," 10,612.13 ",0.00
0.00,3.00,-345.00," 25,263.00 ",0.00
0.00,3.00,1430.00," 24,820.00 ",0.00
1.00,9.00,198.00," 8,875.44 ",0.00
0.00,7.00,-789.00," 13,232.29 ",0.00
1.00,4.00,-595.00," 22,563.50 ",0.00
0.00,3.00,774.00," 26,634.00 ",1.00
0.00,2.00,711.00," 27,790.50 ",0.00
0.00,4.00,297.00," 21,881.00 ",0.00
0.00,8.00,-316.00," 7,741.63 ",0.00
0.00,2.00,866.00," 15,902.50 ",1.00
0.00,9.00,139.00," 10,783.00 ",0.00
0.00,5.00,-926.00," 16,722.60 ",0.00
0.00,5.00,449.00," 15,432.20 ",0.00
0.00,2.00,-993.00," 40,977.50 ",0.00
1.00,8.00,-221.00," 9,897.50 ",0.00
0.00,8.00,-148.00," 9,640.00 ",0.00
0.00,5.00,1867.00," 18,254.00 ",0.00
0.00,5.00,546.00," 16,106.80 ",1.00
0.00,2.00,787.00," 30,052.50 ",0.00
0.00,4.00,197.00," 20,741.25 ",0.00
0.00,5.00,439.00," 12,397.20 ",0.00
0.00,4.00,812.00," 12,735.00 ",0.00
1.00,4.00,139.00," 15,682.00 ",0.00
0.00,3.00,1961.00," 25,050.67 ",0.00
0.00,5.00,-378.00," 15,079.00 ",0.00
1.00,7.00,289.00," 11,208.57 ",0.00
0.00,3.00,590.00," 25,114.67 ",0.00
0.00,7.00,516.00," 13,454.86 ",0.00
0.00,6.00,-320.00," 7,302.17 ",1.00
0.00,7.00,61.00," 9,421.57 ",0.00
0.00,4.00,691.00," 18,693.75 ",0.00
0.00,4.00,715.00," 18,456.00 ",0.00
0.00,2.00,216.00," 37,790.00 ",0.00
0.00,3.00,1264.00," 23,123.00 ",1.00
0.00,3.00,587.00," 15,237.00 ",0.00
0.00,3.00,-1316.00," 16,851.67 ",0.00
1.00,5.00,-327.00," 10,116.40 ",0.00
0.00,4.00,-403.00," 17,336.75 ",0.00
0.00,3.00,-794.00," 23,016.00 ",0.00
0.00,5.00,319.00," 15,835.40 ",0.00
0.00,4.00,-1765.00," 20,833.75 ",0.00
0.00,4.00,500.00," 15,146.75 ",0.00
0.00,2.00,-1027.00," 33,078.00 ",0.00
0.00,3.00,-572.00," 25,302.67 ",0.00
0.00,5.00,-1222.00," 16,793.40 ",0.00
0.00,4.00,185.00," 21,449.75 ",0.00
0.00,2.00,-1344.00," 18,243.50 ",0.00
0.00,3.00,-1752.00," 13,663.67 ",0.00
0.00,7.00,113.00," 13,195.14 ",0.00
0.00,5.00,884.00," 13,866.60 ",0.00
0.00,4.00,-1312.00," 19,239.25 ",0.00
0.00,4.00,-364.00," 20,302.25 ",0.00
0.00,5.00,-743.00," 17,270.80 ",0.00
0.00,4.00,-627.00," 14,126.50 ",0.00
0.00,4.00,-139.00," 24,398.75 ",0.00
0.00,3.00,-789.00," 22,309.67 ",0.00
0.00,5.00,-936.00," 15,237.40 ",0.00
0.00,5.00,251.00," 16,127.20 ",0.00
0.00,4.00,1576.00," 18,368.25 ",0.00
1.00,6.00,-182.00," 15,459.00 ",0.00
0.00,6.00,-133.00," 12,738.17 ",0.00
0.00,4.00,-116.00," 13,899.25 ",0.00
0.00,3.00,959.00," 16,588.67 ",0.00
0.00,5.00,-989.00," 14,577.80 ",0.00
0.00,3.00,-273.00," 24,386.00 ",0.00
0.00,6.00,-1032.00," 12,427.50 ",0.00
0.00,2.00,-417.00," 29,846.50 ",0.00
0.00,4.00,-588.00," 16,985.75 ",0.00
0.00,7.00,615.00," 7,180.71 ",0.00
0.00,5.00,-795.00," 15,522.60 ",0.00
0.00,4.00,-647.00," 21,129.25 ",0.00
1.00,2.00,255.00," 27,998.00 ",0.00
0.00,3.00,0.00," 22,669.67 ",0.00
0.00,2.00,245.00," 30,884.50 ",0.00
0.00,5.00,-1259.00," 9,150.00 ",0.00
1.00,2.00,-31.00," 33,314.00 ",0.00
1.00,2.00,668.00," 36,671.50 ",0.00
0.00,4.00,-173.00," 13,566.75 ",1.00
0.00,6.00,-335.00," 8,127.50 ",0.00
0.00,8.00,-260.00," 10,454.88 ",0.00
1.00,3.00,-549.00," 21,751.00 ",0.00
0.00,3.00,-10.00," 14,621.67 ",0.00
0.00,1.00,272.00," 33,002.00 ",0.00
0.00,7.00,-347.00," 9,205.71 ",0.00
0.00,4.00,-1302.00," 11,925.50 ",0.00
0.00,5.00,-763.00," 15,442.20 ",0.00
0.00,2.00,-1389.00," 22,855.00 ",0.00
0.00,4.00,-205.00," 18,060.25 ",0.00
0.00,5.00,445.00," 14,614.20 ",0.00
0.00,1.00,-977.00," 55,843.00 ",0.00
0.00,3.00,-395.00," 27,575.00 ",0.00
0.00,4.00,-412.00," 15,132.75 ",0.00
0.00,3.00,108.00," 20,921.00 ",0.00
0.00,6.00,-725.00," 14,999.17 ",0.00
0.00,3.00,-1018.00," 23,901.33 ",0.00
0.00,2.00,-2.00," 18,966.50 ",0.00
0.00,5.00,-1848.00," 12,307.60 ",0.00
0.00,7.00,55.00," 11,649.00 ",0.00
0.00,3.00,72.00," 18,771.67 ",0.00
0.00,2.00,45.00," 35,765.50 ",0.00
0.00,4.00,177.00," 17,375.50 ",0.00
0.00,4.00,-119.00," 14,963.50 ",0.00
0.00,4.00,-340.00," 19,793.25 ",0.00
0.00,2.00,0.00," 19,638.50 ",0.00
0.00,5.00,227.00," 8,610.20 ",0.00
1.00,2.00,0.00," 27,625.00 ",0.00
0.00,2.00,-397.00," 36,487.50 ",0.00
1.00,4.00,-1342.00," 20,994.00 ",0.00
0.00,4.00,-1550.00," 20,651.00 ",0.00
0.00,5.00,366.00," 11,861.00 ",0.00
0.00,3.00,-940.00," 23,839.33 ",0.00
0.00,6.00,-267.00," 13,053.00 ",0.00
0.00,7.00,-170.00," 7,048.43 ",0.00
0.00,4.00,-1186.00," 9,068.25 ",0.00
0.00,3.00,335.00," 20,787.67 ",0.00
0.00,3.00,-369.00," 21,384.00 ",0.00
0.00,3.00,115.00," 23,796.67 ",0.00
1.00,3.00,-570.00," 20,133.33 ",0.00
0.00,1.00,-360.00," 43,431.00 ",0.00
0.00,4.00,-468.00," 17,711.75 ",0.00
0.00,4.00,-495.00," 14,384.25 ",0.00
1.00,6.00,302.00," 12,416.17 ",0.00
0.00,4.00,1.00," 19,702.00 ",0.00
0.00,5.00,-871.00," 14,321.60 ",0.00
0.00,4.00,-986.00," 20,345.50 ",0.00
0.00,2.00,-985.00," 37,178.50 ",0.00
0.00,3.00,-589.00," 26,523.00 ",0.00
1.00,4.00,-473.00," 19,370.50 ",0.00
0.00,4.00,-5062.00," 19,380.00 ",0.00
0.00,5.00,-729.00," 10,193.80 ",0.00
0.00,6.00,95.00," 7,441.67 ",0.00
0.00,6.00,-1026.00," 11,964.50 ",0.00
0.00,7.00,-911.00," 10,827.71 ",0.00
0.00,7.00,-472.00," 11,048.71 ",0.00
0.00,5.00,-2385.00," 14,561.40 ",0.00
0.00,3.00,-696.00," 9,496.33 ",0.00
0.00,4.00,-679.00," 14,145.50 ",0.00
0.00,3.00,-4439.00," 21,567.00 ",0.00
0.00,6.00,-115.00," 8,424.33 ",1.00
0.00,6.00,416.00," 7,192.00 ",0.00
0.00,6.00,-385.00," 12,657.00 ",0.00
0.00,4.00,-1029.00," 20,125.25 ",1.00
0.00,5.00,68.00," 15,015.40 ",0.00
0.00,5.00,-532.00," 11,602.40 ",0.00
0.00,5.00,-316.00," 8,117.00 ",0.00
0.00,3.00,-512.00," 17,899.67 ",0.00
1.00,5.00,-142.00," 13,836.80 ",0.00
0.00,4.00,-880.00," 16,191.00 ",0.00
0.00,7.00,185.00," 10,581.43 ",0.00
0.00,6.00,-815.00," 9,634.67 ",0.00
0.00,5.00,-371.00," 11,067.60 ",0.00
0.00,5.00,-100.00," 9,869.20 ",0.00
0.00,3.00,-311.00," 18,103.33 ",0.00
0.00,5.00,-496.00," 15,693.60 ",0.00
0.00,4.00,-472.00," 18,699.50 ",0.00
1.00,8.00,-1164.00," 10,194.13 ",0.00
0.00,4.00,-665.00," 20,955.75 ",0.00
0.00,5.00,58.00," 13,194.00 ",0.00
0.00,4.00,-361.00," 18,172.25 ",0.00
0.00,4.00,44.00," 16,379.00 ",0.00
1.00,6.00,85.00," 14,473.50 ",0.00
0.00,3.00,-485.00," 23,908.00 ",0.00
0.00,5.00,-417.00," 17,978.40 ",1.00
0.00,6.00,-446.00," 13,576.67 ",0.00
0.00,3.00,-1270.00," 20,108.67 ",0.00
0.00,5.00,1165.00," 11,402.20 ",0.00
0.00,6.00,-1122.00," 14,742.50 ",0.00
0.00,5.00,502.00," 14,137.40 ",0.00
0.00,3.00,-34.00," 24,017.33 ",0.00
0.00,6.00,406.00," 9,484.00 ",0.00
0.00,5.00,803.00," 16,708.20 ",0.00
0.00,2.00,244.00," 25,170.50 ",0.00
0.00,3.00,487.00," 19,882.00 ",0.00
1.00,6.00,-985.00," 14,128.33 ",0.00
0.00,3.00,-7281.00," 21,221.00 ",0.00
0.00,4.00,437.00," 21,525.00 ",0.00
0.00,6.00,-3842.00," 13,699.50 ",0.00
0.00,5.00,-7757.00," 16,773.00 ",0.00
0.00,6.00,-4532.00," 14,290.33 ",0.00
0.00,3.00,-6587.00," 22,986.33 ",0.00
0.00,4.00,361.00," 21,083.50 ",0.00
1.00,8.00,506.00," 11,309.00 ",0.00
0.00,6.00,169.00," 11,430.00 ",0.00
0.00,7.00,557.00," 10,392.14 ",0.00
0.00,4.00,-3991.00," 16,501.50 ",0.00
0.00,4.00,333.00," 19,069.00 ",0.00
0.00,6.00,626.00," 11,439.33 ",0.00
0.00,9.00,-2563.00," 7,680.22 ",0.00
0.00,5.00,0.00," 13,425.20 ",1.00
0.00,4.00,-6198.00," 13,838.50 ",0.00
0.00,5.00,-3603.00," 13,797.40 ",0.00
0.00,5.00,-7648.00," 14,644.20 ",0.00
0.00,5.00,-2895.00," 15,450.00 ",0.00
0.00,7.00,-5116.00," 13,368.29 ",0.00
0.00,7.00,-307.00," 11,865.00 ",0.00
1.00,4.00,-803.00," 23,069.75 ",0.00
0.00,4.00,439.00," 6,980.75 ",1.00
0.00,3.00,1355.00," 21,844.33 ",0.00
0.00,4.00,387.00," 20,805.00 ",1.00
0.00,4.00,764.00," 22,155.75 ",0.00
0.00,4.00,456.00," 19,352.50 ",0.00
0.00,6.00,133.00," 10,261.33 ",0.00
0.00,6.00,206.00," 14,649.67 ",0.00
0.00,4.00,740.00," 16,918.75 ",0.00
0.00,7.00,560.00," 7,357.00 ",0.00
0.00,4.00,516.00," 17,460.50 ",0.00
0.00,6.00,736.00," 9,343.17 ",0.00
1.00,7.00,534.00," 10,125.43 ",0.00
0.00,8.00,1331.00," 5,961.00 ",0.00
0.00,5.00,969.00," 17,816.60 ",0.00
0.00,3.00,851.00," 22,865.00 ",0.00
0.00,5.00,367.00," 9,204.60 ",0.00
0.00,4.00,271.00," 19,102.75 ",0.00
0.00,4.00,-924.00," 22,164.25 ",0.00
0.00,3.00,960.00," 25,814.33 ",0.00
0.00,5.00,503.00," 15,912.00 ",0.00
1.00,4.00,138.00," 18,183.75 ",0.00
0.00,4.00,581.00," 18,576.25 ",0.00
0.00,5.00,1004.00," 14,875.20 ",0.00
0.00,3.00,313.00," 23,351.67 ",1.00
0.00,4.00,49.00," 18,332.75 ",1.00
0.00,5.00,512.00," 15,436.80 ",0.00
0.00,5.00,303.00," 14,911.80 ",0.00
0.00,3.00,51.00," 24,227.00 ",0.00
0.00,6.00,731.00," 13,681.83 ",0.00
1.00,4.00,119.00," 19,642.25 ",1.00
0.00,5.00,-791.00," 12,780.60 ",0.00
0.00,6.00,255.00," 12,122.50 ",0.00
0.00,8.00,1228.00," 10,751.13 ",0.00
0.00,5.00,177.00," 10,660.20 ",0.00
1.00,8.00,418.00," 10,425.75 ",0.00
0.00,7.00,2062.00," 9,044.00 ",0.00
0.00,5.00,1460.00," 16,724.20 ",0.00
0.00,2.00,1124.00," 22,424.50 ",0.00
0.00,6.00,518.00," 10,697.83 ",0.00
0.00,6.00,729.00," 12,603.83 ",0.00
0.00,9.00,1071.00," 5,482.78 ",0.00
1.00,7.00,569.00," 10,828.86 ",0.00
0.00,3.00,42.00," 22,710.67 ",0.00
0.00,4.00,688.00," 21,187.25 ",0.00
1.00,3.00,-434.00," 24,162.33 ",0.00
0.00,6.00,546.00," 13,592.33 ",0.00
0.00,5.00,606.00," 14,002.60 ",0.00
0.00,3.00,58.00," 15,168.00 ",0.00
0.00,5.00,-112.00," 16,708.00 ",1.00
0.00,6.00,489.00," 13,234.17 ",0.00
1.00,5.00,-29.00," 17,392.80 ",0.00
1.00,5.00,158.00," 17,229.20 ",0.00
0.00,3.00,-54.00," 27,997.67 ",0.00
0.00,4.00,241.00," 17,017.25 ",0.00
1.00,6.00,487.00," 12,636.83 ",0.00
0.00,6.00,1621.00," 13,706.00 ",0.00
0.00,6.00,-321.00," 11,666.83 ",1.00
0.00,4.00,-5.00," 14,153.00 ",0.00
0.00,7.00,275.00," 12,454.57 ",1.00
0.00,3.00,1584.00," 27,619.00 ",0.00
0.00,3.00,-1364.00," 18,447.33 ",0.00
0.00,4.00,1618.00," 10,572.00 ",0.00
1.00,4.00,-339.00," 19,716.50 ",0.00
0.00,4.00,-10.00," 19,673.25 ",0.00
0.00,6.00,1423.00," 10,558.17 ",0.00
0.00,7.00,332.00," 8,968.86 ",0.00
0.00,6.00,746.00," 8,756.00 ",0.00
0.00,5.00,-606.00," 12,279.80 ",0.00
0.00,3.00,190.00," 23,756.67 ",0.00
0.00,5.00,604.00," 16,726.40 ",0.00
0.00,6.00,-511.00," 11,869.67 ",0.00
0.00,5.00,321.00," 10,428.40 ",0.00
0.00,3.00,173.00," 23,281.67 ",0.00
0.00,6.00,1227.00," 11,020.83 ",1.00
0.00,8.00,253.00," 11,599.13 ",0.00
0.00,4.00,780.00," 15,378.75 ",1.00
0.00,5.00,-115.00," 12,153.00 ",0.00
0.00,4.00,574.00," 16,892.50 ",0.00
0.00,4.00,640.00," 18,167.25 ",0.00
1.00,5.00,-488.00," 15,190.60 ",0.00
0.00,4.00,-292.00," 17,234.75 ",0.00
0.00,5.00,726.00," 14,224.60 ",0.00
0.00,4.00,1244.00," 21,009.50 ",0.00
0.00,4.00,-640.00," 23,241.00 ",0.00
0.00,6.00,783.00," 11,635.83 ",0.00
0.00,4.00,-1310.00," 24,238.00 ",0.00
0.00,4.00,894.00," 18,076.00 ",0.00
0.00,9.00,101.00," 7,047.22 ",0.00
0.00,2.00,93.00," 26,244.50 ",1.00
0.00,5.00,351.00," 11,326.80 ",0.00
1.00,6.00,-500.00," 11,214.50 ",0.00
1.00,7.00,31.00," 9,602.86 ",0.00
0.00,4.00,612.00," 19,906.50 ",0.00
0.00,9.00,-48.00," 7,097.78 ",0.00
0.00,4.00,92.00," 20,324.25 ",0.00
0.00,5.00,28.00," 13,603.00 ",0.00
0.00,4.00,-3033.00," 20,948.50 ",0.00
0.00,6.00,-203.00," 10,662.17 ",0.00
0.00,9.00,409.00," 9,023.78 ",0.00
0.00,6.00,1642.00," 12,073.83 ",0.00
0.00,5.00,50.00," 12,480.00 ",0.00
0.00,5.00,466.00," 12,905.40 ",0.00
0.00,3.00,811.00," 23,703.67 ",0.00
0.00,5.00,730.00," 12,421.80 ",0.00
0.00,5.00,1257.00," 16,642.20 ",1.00
0.00,5.00,108.00," 13,383.80 ",0.00
0.00,7.00,-133.00," 7,539.86 ",0.00
